event_id,organizer_id,activity_id,sport_cluster,skill_level,max_participants,duration_hours,start_time,latitude,longitude,geo_cluster,day_of_week,time_of_day,fill_rate,participant_count,skill_diversity,social_density_cat,avg_organizer_rating,f1,f2,f3,f4,f5,f6,f7,f8
921,3732,4,6,1,11,1.8,2023-02-08 10:00:00,45.819936,15.971102,0,3,0,0.233,3,0.531,1,3.66,0.6414,0.3038,0.2735,0.6111,0.19,0.1589,0.8961,0.4982
922,7701,9,1,0,3,1.0,2024-04-22 11:00:00,45.797523,16.049989,2,1,0,0.37,1,1.181,0,3.66,0.879,0.2813,0.3903,0.3271,0.6624,0.2918,0.4596,0.2569
923,4122,1,1,1,5,1.4,2024-09-24 20:00:00,45.744443,15.981283,3,2,2,0.412,2,1.062,0,3.21,0.8275,0.2922,0.2926,0.3404,0.6764,0.1198,0.4871,0.2785
924,2242,17,0,1,14,1.4,2023-12-07 20:00:00,45.82047,15.967239,0,4,2,0.801,11,1.092,2,3.43,0.8856,0.3695,0.4665,0.4651,0.3102,0.9467,0.3759,0.1729
925,6943,8,0,0,11,0.8,2023-09-13 20:00:00,45.766058,15.963091,3,3,2,0.454,5,0.287,1,2.29,0.823,0.2445,0.5108,0.4241,0.2866,0.9449,0.366,0.2693
926,6217,30,5,1,8,1.6,2024-08-28 10:00:00,45.789755,16.033059,2,3,0,0.306,2,0.601,0,3.2,0.2856,0.5246,0.0,0.5732,0.2319,0.5789,0.4696,0.2888
927,5444,29,1,0,6,1.8,2023-05-07 18:00:00,45.801347,15.968315,0,0,2,0.311,2,0.268,0,3.35,0.7643,0.2841,0.2229,0.3601,0.6649,0.1591,0.5195,0.3095
928,1744,28,0,3,15,1.4,2024-02-19 19:00:00,45.746033,15.966735,3,1,2,0.351,5,0.708,1,2.71,0.9092,0.3322,0.475,0.448,0.2357,0.8954,0.3975,0.2995
929,6117,19,4,1,5,1.4,2023-10-08 20:00:00,45.78982,16.03918,2,0,2,0.207,1,1.117,0,3.08,0.8286,0.5679,0.606,0.8813,0.2121,0.3918,0.8191,0.4801
930,4241,8,0,1,12,1.1,2023-06-30 19:00:00,45.759494,15.973496,3,5,2,0.282,3,0.332,1,2.97,0.9289,0.2524,0.5021,0.4991,0.1605,0.8219,0.4832,0.3029
931,8457,4,6,2,16,2.0,2024-05-12 11:00:00,45.80211,15.892757,4,0,0,0.346,6,0.227,1,2.29,0.7023,0.2429,0.3336,0.6196,0.1589,0.2201,0.8565,0.5155
932,7368,24,3,2,3,1.5,2023-02-11 20:00:00,45.806758,15.869701,4,6,2,0.661,2,0.387,0,3.74,0.4604,0.4523,0.8264,0.5786,0.8255,0.2068,0.5038,0.916
933,6233,13,6,1,13,0.9,2024-08-28 20:00:00,45.793787,16.057863,2,3,2,0.315,4,0.107,1,3.15,0.6692,0.2117,0.3622,0.7441,0.1919,0.1538,0.8802,0.5735
934,8098,24,3,1,6,1.1,2024-09-24 18:00:00,45.803558,15.887695,4,2,2,0.241,1,0.486,0,3.27,0.4776,0.5605,0.8411,0.5913,0.7555,0.2764,0.4719,0.8129
935,6406,6,2,0,14,0.5,2023-10-16 20:00:00,45.806729,16.045988,2,1,2,0.487,7,1.238,1,3.19,0.3367,0.855,0.2478,0.6604,0.3744,0.2432,0.2356,0.5076
936,4916,29,1,1,7,2.2,2024-01-13 10:00:00,45.819943,15.892837,4,6,0,0.312,2,1.023,0,2.18,0.8425,0.3062,0.2663,0.3962,0.5821,0.311,0.5709,0.343
937,5628,0,1,1,14,1.7,2023-09-02 20:00:00,45.75837,15.977421,3,6,2,0.352,5,0.48,1,3.28,0.8555,0.2862,0.3216,0.4754,0.6325,0.2171,0.5291,0.2438
938,8370,14,5,0,9,1.6,2023-05-04 20:00:00,45.801849,15.975781,0,4,2,0.656,6,1.143,1,3.05,0.3091,0.4579,0.1521,0.6462,0.319,0.5015,0.4393,0.2556
939,353,30,5,1,9,0.7,2023-02-13 19:00:00,45.847902,15.948028,1,1,2,0.394,4,0.138,1,2.02,0.3558,0.4747,0.1073,0.5694,0.2654,0.7084,0.3584,0.382
940,8031,15,0,1,8,2.0,2024-07-05 11:00:00,45.811668,15.894225,4,5,0,0.449,4,0.542,1,1.62,0.8532,0.285,0.5034,0.6135,0.1764,0.9656,0.4172,0.2658
941,7137,30,5,1,7,0.8,2023-01-19 18:00:00,45.814509,15.976613,0,4,2,0.539,4,0.424,1,3.24,0.3615,0.4596,0.0621,0.5582,0.3051,0.666,0.3912,0.2856
942,7667,1,1,1,9,1.3,2023-08-31 18:00:00,45.80538,15.888809,4,4,2,0.55,5,0.855,1,3.47,0.7891,0.2921,0.3509,0.42,0.5732,0.1624,0.5045,0.2836
943,2402,1,1,2,5,1.6,2024-10-05 10:00:00,45.753477,15.951289,3,6,0,0.404,2,1.224,0,3.7,0.7223,0.3401,0.3257,0.3844,0.6777,0.2157,0.4679,0.2453
944,7162,4,6,0,11,2.1,2023-12-13 18:00:00,45.815431,15.996674,0,3,2,0.383,4,0.078,1,1.65,0.6956,0.2902,0.3237,0.7921,0.2189,0.1235,0.9112,0.4939
945,2632,1,1,3,4,1.5,2023-04-24 19:00:00,45.807468,15.881366,4,1,2,0.533,2,0.741,0,1.94,0.8502,0.39,0.248,0.4329,0.6263,0.1329,0.5638,0.301
946,4133,18,7,1,4,1.6,2024-04-29 18:00:00,45.807919,15.998588,0,1,2,0.288,1,0.876,0,2.86,0.4901,0.3817,0.6145,0.497,0.8829,0.3056,0.457,0.831
947,7402,3,2,3,9,2.0,2023-06-06 09:00:00,45.752388,15.968291,3,2,0,0.42,4,0.688,1,2.95,0.5058,0.8366,0.1542,0.6966,0.2898,0.3242,0.2523,0.5392
948,399,30,5,1,5,1.7,2024-01-29 20:00:00,45.783478,16.033328,2,1,2,0.155,1,0.62,0,2.53,0.2746,0.5594,0.1067,0.5809,0.3191,0.603,0.4138,0.3858
949,5655,5,5,0,3,0.9,2023-12-23 20:00:00,45.814492,15.884952,4,6,2,0.15,0,0.309,0,2.77,0.3136,0.4596,0.1939,0.5921,0.3611,0.6621,0.4476,0.2121
950,2975,15,0,1,3,2.1,2023-10-12 19:00:00,45.815584,15.978296,0,4,2,0.776,2,0.861,0,1.51,0.8469,0.3432,0.467,0.5988,0.2084,0.8418,0.3176,0.2969
951,5739,3,2,1,11,1.2,2024-12-20 19:00:00,45.85047,15.959596,1,5,2,0.157,2,0.644,0,2.55,0.4299,0.9016,0.1942,0.7762,0.2899,0.2165,0.1916,0.389
952,6904,29,1,0,7,0.8,2023-03-14 09:00:00,45.821338,15.895673,4,2,0,0.533,4,0.467,1,2.8,0.8038,0.3184,0.3434,0.3662,0.5319,0.2817,0.5293,0.2354
953,7166,21,0,0,6,1.7,2024-02-23 19:00:00,45.851486,15.955058,1,5,2,0.513,3,1.077,1,3.45,0.9357,0.3728,0.5708,0.472,0.1857,0.8634,0.3537,0.2609
954,5106,24,3,1,8,0.9,2023-12-11 20:00:00,45.851552,15.950183,1,1,2,0.374,3,0.775,1,2.99,0.5463,0.5175,0.9052,0.5588,0.798,0.1469,0.4473,0.7574
955,352,27,7,1,15,1.8,2024-02-12 19:00:00,45.799561,16.021866,2,1,2,0.355,5,0.974,1,3.19,0.4459,0.3943,0.5082,0.5597,0.8882,0.2686,0.3692,0.7026
956,1212,14,5,1,14,0.5,2024-06-08 20:00:00,45.758726,15.976202,3,6,2,0.648,9,1.028,2,3.46,0.3224,0.4607,0.0986,0.58,0.2707,0.5006,0.4384,0.3678
957,951,2,0,1,8,2.7,2024-01-23 19:00:00,45.806075,15.973827,0,2,2,0.52,4,1.375,1,2.26,0.8944,0.3301,0.437,0.5356,0.195,0.8949,0.3411,0.3315
958,4026,1,1,1,23,1.4,2024-11-20 20:00:00,45.819595,15.974293,0,3,2,0.593,14,1.13,2,2.59,0.9015,0.329,0.2281,0.4103,0.6464,0.2389,0.5052,0.2883
959,6529,14,5,2,27,0.5,2024-01-23 20:00:00,45.751342,15.973066,3,2,2,0.634,17,0.899,2,3.56,0.2423,0.5126,0.1423,0.607,0.3365,0.5846,0.3839,0.2931
960,3454,3,2,2,11,1.6,2024-12-11 19:00:00,45.800883,15.964052,0,3,2,0.664,7,0.136,1,2.93,0.3908,0.8924,0.2634,0.7323,0.3987,0.2695,0.3444,0.4888
961,4523,17,0,0,15,1.6,2024-06-03 09:00:00,45.826216,15.885875,4,1,0,0.625,9,0.901,2,2.47,0.9134,0.2673,0.5333,0.5668,0.1792,0.8803,0.44,0.3765
962,1207,14,5,2,18,0.8,2024-02-09 10:00:00,45.793334,16.044667,2,5,0,0.67,12,1.026,2,1.77,0.3848,0.4895,0.154,0.5984,0.3605,0.5746,0.441,0.3739
963,6202,1,1,1,9,1.9,2024-07-24 18:00:00,45.820087,15.975278,0,3,2,0.546,5,0.17,1,2.48,0.7364,0.3339,0.221,0.4066,0.6013,0.3045,0.4001,0.2309
964,8487,2,0,0,10,1.7,2023-08-25 18:00:00,45.799915,16.036754,2,5,2,0.482,5,0.535,1,1.97,0.8634,0.3813,0.5423,0.4904,0.1863,0.8804,0.4104,0.3065
965,2624,25,3,2,6,2.2,2024-05-16 18:00:00,45.80047,16.053111,2,4,2,0.103,1,1.138,0,3.82,0.5164,0.4271,0.961,0.5959,0.7346,0.1878,0.5518,0.8712
966,7056,9,1,0,9,0.9,2023-09-27 19:00:00,45.855059,15.955097,1,3,2,0.371,3,0.894,1,2.98,0.7748,0.2654,0.2199,0.4427,0.6025,0.2429,0.4757,0.2732
967,1561,29,1,1,4,1.9,2023-08-15 20:00:00,45.85525,15.943571,1,2,2,0.64,3,0.696,1,2.63,0.8006,0.2911,0.2337,0.3821,0.6451,0.1821,0.4885,0.3474
968,4639,6,2,0,8,1.6,2023-09-04 18:00:00,45.803041,16.047718,2,1,2,0.259,2,0.829,0,2.83,0.3648,0.8802,0.1074,0.6642,0.2185,0.2953,0.2546,0.5181
969,5622,8,0,2,5,1.8,2023-05-27 20:00:00,45.796661,16.059044,2,6,2,0.326,2,0.234,0,2.66,0.8678,0.2118,0.4473,0.5098,0.2421,0.8458,0.4325,0.1837
970,479,7,0,1,12,1.7,2024-02-09 11:00:00,45.815373,15.904178,4,5,0,0.64,8,0.351,1,2.96,0.9819,0.3467,0.5084,0.4464,0.2143,0.8621,0.4261,0.3598
971,1567,27,7,1,7,1.2,2023-06-25 11:00:00,45.762234,15.970329,3,0,0,0.454,3,0.553,1,2.23,0.4719,0.3401,0.5679,0.4228,0.8521,0.2773,0.3835,0.6625
972,2585,2,0,1,6,1.3,2023-08-04 10:00:00,45.753476,15.970922,3,5,0,0.397,2,1.028,0,3.18,0.8733,0.2906,0.5279,0.4828,0.1583,0.9499,0.3709,0.312
973,539,8,0,0,4,1.2,2024-07-20 20:00:00,45.80727,15.973569,0,6,2,0.509,2,0.961,0,3.45,0.8032,0.3005,0.5663,0.4675,0.2679,0.8657,0.3499,0.3963
974,4511,13,6,0,10,1.8,2024-10-10 20:00:00,45.802314,16.039506,2,4,2,0.451,5,0.848,1,1.57,0.677,0.3976,0.3712,0.6677,0.1475,0.213,0.9823,0.5068
975,3129,20,5,1,6,1.4,2023-03-24 18:00:00,45.747489,15.982197,3,5,2,0.604,4,0.862,1,2.78,0.2675,0.498,0.2274,0.6537,0.3324,0.6799,0.4655,0.2809
976,8038,1,1,0,4,1.9,2024-02-29 18:00:00,45.792008,16.04686,2,4,2,0.242,1,0.225,0,2.1,0.7965,0.2867,0.3277,0.4541,0.539,0.2253,0.573,0.2609
977,7958,17,0,0,3,2.4,2024-02-26 11:00:00,45.806532,15.975269,0,1,0,0.548,2,0.552,0,1.0,0.8129,0.3357,0.5246,0.5807,0.1971,0.968,0.5131,0.3128
978,7102,11,3,2,9,1.3,2023-06-11 19:00:00,45.818657,15.87964,4,0,2,0.118,1,0.984,0,1.35,0.5212,0.5336,0.8847,0.6274,0.6705,0.1275,0.5145,0.7834
979,4765,3,2,0,9,1.3,2023-09-05 19:00:00,45.810209,15.976119,0,2,2,0.535,5,1.014,1,1.73,0.4731,0.8554,0.2587,0.7405,0.3582,0.391,0.3042,0.488
980,4469,15,0,0,28,1.4,2024-05-24 18:00:00,45.805044,15.870684,4,5,2,0.163,5,0.37,1,2.1,0.8553,0.2841,0.5098,0.475,0.183,0.8571,0.3726,0.3196
981,7907,29,1,0,9,1.9,2023-04-11 20:00:00,45.816558,15.874888,4,2,2,0.819,7,0.878,1,3.8,0.876,0.2691,0.2994,0.3786,0.5867,0.2465,0.5049,0.3999
982,7101,14,5,0,3,1.6,2024-11-29 19:00:00,45.79752,15.971356,0,5,2,0.295,1,0.709,0,1.35,0.2842,0.5711,0.0235,0.607,0.2461,0.6966,0.4476,0.2283
983,3541,1,1,1,13,1.4,2023-07-28 19:00:00,45.752367,15.972438,3,5,2,0.463,6,0.796,1,2.36,0.7337,0.315,0.3103,0.4054,0.5634,0.1793,0.6665,0.231
984,5794,3,2,2,6,1.5,2023-10-30 20:00:00,45.840968,15.949705,1,1,2,0.154,1,0.784,0,1.68,0.3451,0.884,0.2169,0.6167,0.345,0.3277,0.2702,0.4718
985,2932,29,1,2,24,2.0,2023-07-14 19:00:00,45.873421,15.948906,1,5,2,0.754,18,0.798,2,3.81,0.8134,0.3429,0.348,0.4781,0.6478,0.24,0.4722,0.2923
986,1042,11,3,0,5,1.5,2024-10-19 20:00:00,45.842532,15.970368,1,6,2,0.57,3,1.008,1,2.11,0.5865,0.5353,0.8708,0.6385,0.8082,0.1914,0.5189,0.8302
987,1597,10,4,2,11,0.5,2024-09-13 18:00:00,45.853836,15.951644,1,5,2,0.23,3,0.312,1,3.72,0.8308,0.578,0.7297,0.8818,0.0737,0.4111,0.7492,0.4948
988,6512,4,6,1,10,0.8,2024-07-19 20:00:00,45.870425,15.958051,1,5,2,0.115,1,1.419,0,2.52,0.6724,0.3655,0.2356,0.7241,0.3047,0.1906,0.9344,0.4316
989,8706,2,0,0,5,1.9,2023-06-17 10:00:00,45.749297,15.968574,3,6,0,0.368,2,0.917,0,2.77,0.9183,0.3259,0.5651,0.4992,0.2351,0.8947,0.4509,0.307
990,5357,7,0,1,6,1.4,2024-03-16 11:00:00,45.74661,15.981346,3,6,0,0.314,2,0.595,0,3.74,0.9008,0.2899,0.441,0.5267,0.1594,0.9526,0.4112,0.2371
991,2883,0,1,1,9,1.9,2024-08-09 20:00:00,45.813239,15.976247,0,5,2,0.35,3,0.68,1,2.68,0.7214,0.2317,0.3338,0.4179,0.5956,0.2218,0.5607,0.3666
992,1557,5,5,1,7,1.1,2023-08-16 11:00:00,45.809958,15.990604,0,3,0,0.199,1,1.112,0,2.51,0.3522,0.4033,0.1598,0.6011,0.2871,0.5938,0.3919,0.3219
993,7865,1,1,0,4,2.5,2023-12-31 19:00:00,45.841983,15.98536,0,0,2,0.397,2,1.308,0,3.69,0.851,0.3161,0.2611,0.483,0.5769,0.198,0.4796,0.2736
994,7284,2,0,0,2,2.4,2024-05-19 20:00:00,45.854646,15.960799,1,0,2,0.351,1,1.044,0,2.49,0.967,0.3375,0.5127,0.5267,0.2065,0.9291,0.5228,0.2764
995,7936,29,1,0,6,1.5,2024-06-06 18:00:00,45.7945,16.042808,2,4,2,0.181,1,0.53,0,2.79,0.7637,0.2689,0.3941,0.4351,0.6081,0.2405,0.5313,0.3788
996,7792,4,6,1,17,2.1,2024-06-24 18:00:00,45.770512,15.9722,3,1,2,0.59,10,0.981,2,3.57,0.676,0.3209,0.2463,0.6362,0.2362,0.1973,0.8568,0.5326
997,3323,18,7,0,10,0.9,2023-11-13 18:00:00,45.811549,15.880654,4,1,2,0.608,6,0.987,1,2.63,0.5246,0.4602,0.6217,0.4764,0.8859,0.2949,0.3765,0.6687
998,1927,9,1,1,7,2.3,2023-07-11 09:00:00,45.850275,15.948124,1,2,0,0.656,5,1.315,1,3.65,0.8027,0.2511,0.2911,0.4303,0.6418,0.1654,0.5349,0.2734
999,2008,13,6,2,8,2.1,2024-11-10 09:00:00,45.801638,15.978434,0,0,0,0.183,1,0.823,0,0.88,0.7428,0.3541,0.3195,0.7201,0.2305,0.2242,0.9027,0.5151
1000,7961,4,6,0,9,1.2,2024-09-06 19:00:00,45.847075,15.953604,1,5,2,0.561,5,0.897,1,3.66,0.6762,0.2446,0.3313,0.6365,0.3268,0.1969,1.0,0.474
1001,7461,0,1,2,7,2.0,2024-06-22 10:00:00,45.797557,16.060613,2,6,0,0.122,1,0.592,0,1.38,0.8393,0.2912,0.1947,0.425,0.6456,0.1455,0.5062,0.2806
1002,3323,30,5,2,5,1.3,2023-01-13 20:00:00,45.787192,16.049992,2,5,2,0.484,2,1.261,0,2.69,0.298,0.533,0.0075,0.5997,0.3289,0.6334,0.3902,0.2537
1003,3132,27,7,1,7,2.2,2024-10-23 18:00:00,45.777998,16.050007,2,3,2,0.474,3,0.882,1,3.42,0.3803,0.3831,0.5694,0.5525,0.8706,0.3264,0.4099,0.6273
1004,366,4,6,1,16,1.5,2023-09-09 09:00:00,45.815427,16.049112,2,6,0,0.272,4,0.804,1,3.25,0.7806,0.3064,0.2706,0.7,0.2199,0.1674,0.9112,0.5098
1005,3032,0,1,1,15,1.4,2024-12-13 19:00:00,45.818004,15.966181,0,5,2,0.258,4,0.746,1,1.81,0.8231,0.3339,0.2308,0.3355,0.6277,0.0751,0.4309,0.3492
1006,7465,4,6,0,6,1.3,2024-03-03 09:00:00,45.834949,15.892954,4,0,0,0.518,3,1.329,1,2.81,0.7081,0.2589,0.2307,0.6791,0.1709,0.2047,0.9447,0.464
1007,6229,2,0,1,13,1.7,2023-03-06 09:00:00,45.806238,15.969887,0,1,0,0.451,6,0.67,1,3.16,0.9073,0.383,0.5159,0.544,0.1373,0.8106,0.4437,0.2652
1008,960,2,0,0,4,1.4,2023-02-18 20:00:00,45.751577,15.968553,3,6,2,0.444,2,0.323,0,3.46,0.938,0.2718,0.4675,0.5735,0.3047,0.8844,0.3224,0.2873
1009,4572,5,5,2,5,1.6,2023-06-13 19:00:00,45.736019,15.978182,3,2,2,0.549,3,1.425,1,2.08,0.2954,0.449,0.1051,0.6035,0.3659,0.6003,0.4193,0.3337
1010,3446,1,1,2,8,1.4,2023-06-10 11:00:00,45.823756,15.97364,0,6,0,0.254,2,0.608,0,2.34,0.8776,0.3457,0.3964,0.3734,0.617,0.1959,0.5112,0.3272
1011,912,1,1,0,8,1.9,2023-12-24 20:00:00,45.800895,15.899425,4,0,2,0.619,5,0.152,1,2.17,0.7526,0.2939,0.2877,0.3871,0.5352,0.1913,0.5571,0.2739
1012,973,16,2,0,6,1.6,2024-12-09 10:00:00,45.752407,15.974206,3,1,0,0.487,3,0.754,1,2.33,0.4405,0.9382,0.2291,0.7325,0.3213,0.3573,0.3319,0.5001
1013,5577,6,2,3,7,2.2,2023-06-27 19:00:00,45.827832,15.882811,4,2,2,0.394,3,1.127,1,1.96,0.3958,0.9153,0.2495,0.6328,0.3274,0.2893,0.2406,0.5608
1014,1662,2,0,1,4,2.2,2023-07-06 19:00:00,45.790106,16.042635,2,4,2,0.311,1,0.976,0,2.96,0.9622,0.2972,0.4792,0.439,0.1482,0.9403,0.3065,0.3428
1015,6902,1,1,2,17,1.8,2023-11-09 09:00:00,45.797212,16.043449,2,4,0,0.11,2,0.304,0,2.94,0.8453,0.3026,0.2813,0.4033,0.4945,0.1534,0.3991,0.38
1016,848,24,3,2,3,1.9,2023-02-16 09:00:00,45.825753,15.888813,4,4,0,0.377,1,0.804,0,2.27,0.5312,0.5004,0.952,0.5548,0.766,0.2504,0.5919,0.8225
1017,8189,1,1,2,6,0.8,2024-09-09 18:00:00,45.746408,15.980084,3,1,2,0.713,4,0.119,1,1.9,0.864,0.3028,0.377,0.3362,0.5545,0.1784,0.5126,0.2482
1018,4800,2,0,1,18,1.3,2023-09-03 20:00:00,45.809214,15.881969,4,0,2,0.36,6,0.229,1,1.37,0.8244,0.3407,0.5299,0.4623,0.1261,0.9269,0.5099,0.2148
1019,320,19,4,2,8,0.8,2023-10-09 11:00:00,45.793747,16.02961,2,1,0,0.295,2,0.574,0,2.3,0.8167,0.6173,0.7165,0.928,0.2049,0.4403,0.7922,0.4472
1020,6175,8,0,0,6,1.3,2023-07-27 10:00:00,45.807557,16.062466,2,4,0,0.401,2,0.499,0,3.5,0.8903,0.3431,0.5312,0.5471,0.295,0.9211,0.3471,0.3194
1021,3030,23,3,1,9,1.0,2024-07-28 10:00:00,45.865971,15.946941,1,0,0,0.058,1,0.786,0,2.47,0.4565,0.5241,0.9057,0.6512,0.7037,0.2638,0.457,0.8063
1022,7301,6,2,0,8,0.7,2024-11-12 19:00:00,45.815531,15.885825,4,2,2,0.396,3,0.985,1,1.79,0.3967,0.8316,0.2274,0.6775,0.3664,0.2709,0.3302,0.5771
1023,7179,1,1,1,16,1.4,2024-08-23 18:00:00,45.755279,15.980933,3,5,2,0.133,2,0.34,0,1.74,0.8142,0.3292,0.3328,0.4115,0.5335,0.1676,0.5604,0.3015
1024,4184,9,1,0,8,1.1,2024-11-14 09:00:00,45.820409,15.975047,0,4,0,0.526,4,0.947,1,2.89,0.785,0.2495,0.2228,0.3449,0.6404,0.1872,0.6092,0.2984
1025,1333,1,1,1,13,1.6,2023-07-26 10:00:00,45.810939,15.89674,4,3,0,0.43,6,0.584,1,2.01,0.7501,0.326,0.3892,0.3101,0.5676,0.232,0.4523,0.3201
1026,730,9,1,0,23,1.4,2023-08-28 19:00:00,45.792101,16.033416,2,1,2,0.659,15,0.989,2,2.32,0.751,0.3749,0.2963,0.3947,0.5868,0.2416,0.5812,0.2626
1027,1531,25,3,1,11,0.9,2023-12-05 18:00:00,45.817329,15.972454,0,2,2,0.315,3,0.674,1,1.91,0.4186,0.4675,0.8765,0.6955,0.8005,0.2465,0.5056,0.8219
1028,1134,13,6,0,3,0.9,2023-11-23 19:00:00,45.805782,15.972322,0,4,2,0.046,0,1.144,0,2.87,0.7826,0.3929,0.3228,0.646,0.2412,0.2739,0.8743,0.4922
1029,784,30,5,1,8,2.5,2023-01-02 19:00:00,45.802683,16.053971,2,1,2,0.16,1,1.386,0,2.81,0.2668,0.4721,0.0574,0.6364,0.3094,0.5522,0.4304,0.3249
1030,7449,2,0,0,8,1.8,2023-05-04 09:00:00,45.748536,15.972885,3,4,0,0.609,5,1.485,1,1.72,0.9234,0.1883,0.5587,0.5105,0.263,0.7303,0.432,0.3398
1031,8278,1,1,1,7,1.4,2024-05-27 19:00:00,45.802755,15.898709,4,1,2,0.475,3,0.961,1,3.24,0.7958,0.3014,0.3482,0.4001,0.6094,0.2886,0.4573,0.2809
1032,2828,4,6,3,10,1.4,2023-04-29 18:00:00,45.787023,16.032284,2,6,2,0.604,6,0.083,1,3.15,0.6759,0.2501,0.2608,0.5841,0.09,0.1773,0.9397,0.498
1033,498,27,7,2,14,1.8,2023-11-26 11:00:00,45.811805,15.982722,0,0,0,0.132,2,0.13,0,2.7,0.5336,0.4069,0.6528,0.5337,0.9189,0.2106,0.3835,0.7432
1034,8478,13,6,2,5,1.4,2023-08-08 18:00:00,45.791464,16.023438,2,2,2,0.113,1,1.221,0,2.36,0.7348,0.3622,0.3055,0.7366,0.1899,0.2041,0.8479,0.5145
1035,8919,9,1,0,9,2.8,2023-06-12 19:00:00,45.811519,15.986086,0,1,2,0.292,3,0.575,1,3.46,0.745,0.3309,0.2736,0.3961,0.6024,0.1885,0.4985,0.3485
1036,7465,7,0,2,4,2.0,2024-05-27 20:00:00,45.738465,15.977496,3,1,2,0.45,2,1.359,0,3.72,0.8557,0.3148,0.4949,0.5238,0.2727,0.8665,0.4144,0.3713
1037,4206,29,1,1,5,1.3,2024-12-01 10:00:00,45.749476,15.958615,3,0,0,0.626,3,1.22,1,2.61,0.7992,0.2446,0.3234,0.3919,0.6445,0.2241,0.4505,0.2689
1038,8720,16,2,2,7,1.9,2023-11-28 20:00:00,45.810708,16.060909,2,2,2,0.627,4,0.587,1,2.42,0.3825,0.9545,0.122,0.7068,0.2796,0.2119,0.2738,0.5733
1039,8134,4,6,1,17,2.0,2023-10-03 20:00:00,45.815348,15.89567,4,2,2,0.417,7,0.3,1,3.76,0.8095,0.3449,0.3694,0.6152,0.1832,0.1603,0.9411,0.4252
1040,1895,12,0,0,8,1.5,2023-12-29 20:00:00,45.805217,15.885221,4,5,2,0.284,2,1.072,0,2.44,0.9352,0.3343,0.4676,0.4877,0.1325,1.0,0.4681,0.3542
1041,7518,2,0,0,14,2.6,2024-06-27 18:00:00,45.81588,15.885788,4,4,2,0.19,3,0.848,1,2.19,0.858,0.2309,0.4777,0.5815,0.2285,0.8733,0.4754,0.3304
1042,3584,1,1,2,6,1.1,2024-07-09 11:00:00,45.812956,15.88854,4,2,0,0.281,2,0.377,0,3.42,0.8276,0.2949,0.2642,0.4547,0.6019,0.2237,0.5657,0.3438
1043,2749,6,2,0,20,1.1,2024-05-21 10:00:00,45.812394,15.886213,4,2,0,0.451,9,0.539,2,1.49,0.4179,0.8827,0.247,0.7123,0.3098,0.3837,0.3163,0.5414
1044,5240,3,2,1,9,0.6,2024-05-11 18:00:00,45.836282,15.888561,4,6,2,0.849,8,1.008,1,2.89,0.4339,0.9074,0.1681,0.6749,0.3255,0.3166,0.2949,0.5291
1045,3790,16,2,1,4,2.1,2024-11-18 09:00:00,45.808732,15.955402,0,1,0,0.199,1,0.426,0,1.99,0.3396,0.9205,0.2592,0.6468,0.2936,0.2925,0.3349,0.5096
1046,688,1,1,1,8,1.7,2024-03-03 19:00:00,45.825247,15.982112,0,0,2,0.658,5,0.999,1,2.38,0.8812,0.2756,0.3551,0.4746,0.6984,0.1441,0.4995,0.2877
1047,0,4,6,0,5,1.9,2023-05-05 20:00:00,45.836744,15.945776,1,5,2,0.632,3,0.285,1,1.91,0.6933,0.3607,0.3153,0.7182,0.1769,0.1778,0.8788,0.5626
1048,4615,8,0,0,4,0.8,2024-07-12 11:00:00,45.801176,16.052285,2,5,0,0.25,1,0.885,0,3.24,0.86,0.3495,0.5732,0.5321,0.2396,0.907,0.4194,0.257
1049,8101,26,7,1,9,1.7,2024-08-25 19:00:00,45.797893,16.044804,2,0,2,0.454,4,0.617,1,1.75,0.4935,0.4115,0.5917,0.4846,0.8479,0.2667,0.3324,0.635
1050,7506,6,2,0,9,1.2,2023-07-29 09:00:00,45.805765,15.991586,0,6,0,0.308,3,0.824,1,2.66,0.3732,0.8322,0.2187,0.6299,0.3343,0.2426,0.3573,0.491
1051,2256,14,5,1,9,0.8,2024-12-22 09:00:00,45.86175,15.949188,1,0,0,0.466,4,1.343,1,2.95,0.3372,0.4475,0.1101,0.6078,0.3313,0.5984,0.3523,0.3744
1052,11,30,5,0,5,0.9,2024-04-17 10:00:00,45.764162,15.976117,3,3,0,0.147,1,0.883,0,2.13,0.3128,0.5041,0.1025,0.6425,0.3594,0.6508,0.4297,0.309
1053,1736,23,3,0,3,1.7,2024-03-03 19:00:00,45.80716,15.889479,4,0,2,0.433,1,0.876,0,2.58,0.5339,0.4816,0.8794,0.558,0.8718,0.2094,0.5906,0.786
1054,1552,8,0,1,15,2.4,2024-11-05 11:00:00,45.809746,15.980846,0,2,0,0.458,7,1.324,1,2.15,0.9221,0.2599,0.5292,0.526,0.2296,0.8356,0.3913,0.3406
1055,6910,28,0,1,10,1.0,2024-02-20 18:00:00,45.81996,15.881697,4,2,2,0.708,7,0.293,1,3.42,0.9598,0.3222,0.4573,0.496,0.1637,0.9161,0.4172,0.2442
1056,5521,1,1,1,16,1.2,2023-09-16 09:00:00,45.806521,15.889421,4,6,0,0.587,9,0.561,2,1.52,0.8269,0.2399,0.285,0.4172,0.5724,0.3399,0.4467,0.2026
